eplenmean,explained_variance,clipfrac,time_elapsed,eprewmean,fps,approxkl,serial_timesteps,total_timesteps,value_loss,nupdates,policy_loss,policy_entropy
144528.5,0.9998089162254473,0.28090823,2266.396496295929,-152389.9588676,2000,0.019461785,391168,4694016,4.0022765e-05,191,-0.033009447,25.87261
144528.5,0.9998164657445159,0.2864462,2278.950221300125,-152389.9588676,1957,0.020103754,393216,4718592,3.649235e-05,192,-0.03383044,25.825857
144528.5,0.9998032569128554,0.2864014,2290.9136078357697,-152389.9588676,2054,0.019868003,395264,4743168,3.9284027e-05,193,-0.03299167,25.77835
144528.5,0.9998543383117067,0.27789304,2303.1601889133453,-152389.9588676,2006,0.018976118,397312,4767744,3.493579e-05,194,-0.034677163,25.709293
144528.5,0.9998804957285756,0.27457684,2315.30077457428,-152389.9588676,2024,0.01900423,399360,4792320,3.229727e-05,195,-0.03335847,25.673008
144528.5,0.9998042264924152,0.2757242,2327.7430651187897,-152389.9588676,1975,0.019002143,401408,4816896,5.085457e-05,196,-0.031744026,25.602026
144528.5,0.9998134348570602,0.28531492,2339.6887819767,-152389.9588676,2057,0.019687925,403456,4841472,5.179359e-05,197,-0.032812558,25.552168
134262.0,0.9990135716507211,0.30531013,2351.9104351997375,-139782.4673829091,2011,0.021978257,405504,4866048,9.1284506e-05,198,-0.028248573,25.533318
134262.0,0.999341843125876,0.2935222,2364.279768228531,-139782.4673829091,1987,0.020528793,407552,4890624,7.6660435e-05,199,-0.03275485,25.449966
127992.25,0.9979494756553322,0.29593918,2376.434262037277,-132934.20831825,2022,0.021396153,409600,4915200,7.505276e-05,200,-0.03241367,25.407986
127992.25,0.9993940047570504,0.2805419,2388.4041514396667,-132934.20831825,2053,0.019380217,411648,4939776,5.4634853e-05,201,-0.035071276,25.376614
127992.25,0.9997331517806742,0.29632977,2400.368929862976,-132934.20831825,2054,0.020299584,413696,4964352,5.6423898e-05,202,-0.033613347,25.357718
127992.25,0.9998203709255904,0.28385836,2412.8752841949463,-132934.20831825,1965,0.019816723,415744,4988928,4.208222e-05,203,-0.034081995,25.303858
127992.25,0.9995870415586978,0.3052044,2425.0300583839417,-132934.20831825,2022,0.021663234,417792,5013504,4.8690938e-05,204,-0.03319071,25.258251
127992.25,0.9997005415207241,0.30465895,2437.039930820465,-132934.20831825,2046,0.02179084,419840,5038080,4.7113437e-05,205,-0.03370022,25.200275
127992.25,0.9997683430556208,0.29912108,2449.6307322978973,-132934.20831825,1952,0.021063529,421888,5062656,3.5556743e-05,206,-0.033322122,25.1716
127992.25,0.9998362891201396,0.2913249,2461.7043554782867,-132934.20831825,2035,0.020271674,423936,5087232,3.703421e-05,207,-0.034325127,25.123358
