value_loss,fps,nupdates,clipfrac,time_elapsed,eprewmean,approxkl,policy_loss,policy_entropy,eplenmean,explained_variance,total_timesteps,serial_timesteps
0.33398542,981,18,0.140271,445.49650263786316,nan,0.009433986,-0.020128483,32.912086,nan,-0.23147356510162354,442368,36864
0.28388724,980,19,0.14226885,470.5590789318085,nan,0.009520601,-0.021130104,32.878983,nan,-0.24680805206298828,466944,38912
0.26219597,989,20,0.14589839,495.40724420547485,nan,0.009750156,-0.021579806,32.843216,nan,-0.3374204635620117,491520,40960
0.21098098,993,21,0.14889726,520.1456270217896,nan,0.009949704,-0.02232681,32.81684,nan,-0.2193070650100708,516096,43008
0.2137932,988,22,0.14149173,545.0127596855164,nan,0.009434194,-0.021676935,32.800667,nan,-0.2508028745651245,540672,45056
0.20506653,985,23,0.14515793,569.9629452228546,nan,0.009688297,-0.022186847,32.758,nan,-0.21332383155822754,565248,47104
0.19594005,989,24,0.15177408,594.7993702888489,nan,0.009997542,-0.023059987,32.73616,nan,-0.17955148220062256,589824,49152
0.13235559,999,25,0.13877356,619.3781688213348,nan,0.0093483385,-0.021655504,32.72265,nan,-0.1804136037826538,614400,51200
0.14713532,984,26,0.14101152,644.3537907600403,nan,0.009450347,-0.02229709,32.697517,nan,-0.0895841121673584,638976,53248
0.12618192,1010,27,0.14095864,668.6772334575653,nan,0.009480553,-0.02221322,32.64516,nan,-0.0889657735824585,663552,55296
0.10721973,986,28,0.15161537,693.5967783927917,nan,0.010021066,-0.022481635,32.592655,nan,-0.0038052797317504883,688128,57344
0.11042006,977,29,0.14710699,718.7456185817719,nan,0.009779604,-0.022791062,32.556572,nan,0.017012357711791992,712704,59392
0.085895754,987,30,0.14780273,743.6265823841095,nan,0.009825702,-0.022445368,32.533394,nan,0.07249778509140015,737280,61440
0.11368556,986,31,0.16113693,768.5464744567871,nan,0.010593941,-0.023128776,32.47724,nan,0.10212695598602295,761856,63488
0.069534056,994,32,0.15544441,793.2641561031342,nan,0.010167932,-0.022562847,32.430946,nan,0.18358224630355835,786432,65536
0.07419636,988,33,0.16130382,818.139307975769,nan,0.010566345,-0.024029205,32.387913,nan,0.16883081197738647,811008,67584
0.06246999,993,34,0.14546715,842.8878707885742,nan,0.009667385,-0.0216846,32.339508,nan,0.23784798383712769,835584,69632
0.05586482,1001,35,0.15812182,867.4381814002991,nan,0.010340469,-0.023093203,32.280655,nan,0.2461092472076416,860160,71680
0.051790476,987,36,0.16516115,892.3356161117554,nan,0.010719435,-0.02388065,32.20917,nan,0.26789170503616333,884736,73728
0.047774084,974,37,0.16329756,917.5542130470276,nan,0.010684507,-0.022668432,32.12301,nan,0.25055205821990967,909312,75776
0.055921018,975,38,0.1598755,942.7452576160431,nan,0.010521414,-0.022919768,32.026756,nan,0.2674815058708191,933888,77824
0.0464577,994,39,0.14488529,967.4694530963898,nan,0.009698599,-0.020873096,31.955896,nan,0.292377233505249,958464,79872
0.040380314,1001,40,0.1559855,992.0195806026459,nan,0.010292279,-0.022420416,31.854923,nan,0.2930747866630554,983040,81920
0.038511373,987,41,0.15894368,1016.9148700237274,nan,0.01041892,-0.021524271,31.73904,nan,0.2973584532737732,1007616,83968
0.032121584,985,42,0.16031909,1041.8586840629578,nan,0.010535803,-0.022703294,31.646973,nan,0.3119317889213562,1032192,86016
0.034761813,990,43,0.14852297,1066.66952419281,nan,0.009891039,-0.02077111,31.55196,nan,0.30054450035095215,1056768,88064
0.030431714,1005,44,0.15208742,1091.1064369678497,nan,0.01005877,-0.021448046,31.464138,nan,0.291271448135376,1081344,90112
0.028623957,979,45,0.1445028,1116.2102310657501,nan,0.009663957,-0.019863823,31.388702,nan,0.3237190246582031,1105920,92160
0.028705021,1000,46,0.15354407,1140.7695639133453,nan,0.010191465,-0.021043677,31.278732,nan,0.30124014616012573,1130496,94208
0.025932977,998,47,0.15642096,1165.3877074718475,nan,0.010363089,-0.020767141,31.160192,nan,0.31143730878829956,1155072,96256
0.023892714,1003,48,0.14790042,1189.887307882309,nan,0.009837222,-0.018835433,31.055197,nan,0.31698864698410034,1179648,98304
0.024296755,990,49,0.15732825,1214.70778799057,nan,0.010309055,-0.020277407,30.925034,nan,0.30783843994140625,1204224,100352
0.025108103,974,50,0.15027265,1239.9181339740753,nan,0.010067149,-0.020429874,30.82226,nan,0.3326670527458191,1228800,102400
0.023134679,994,51,0.14696448,1264.6371488571167,nan,0.009823432,-0.019130236,30.735006,nan,0.33994555473327637,1253376,104448
0.023310885,1000,52,0.14539383,1289.213960647583,nan,0.009817576,-0.019347887,30.629963,nan,0.32976436614990234,1277952,106496
0.021283526,986,53,0.15026858,1314.1187977790833,nan,0.010028388,-0.02045444,30.516842,nan,0.30983078479766846,1302528,108544
0.021745492,976,54,0.15814212,1339.2811591625214,nan,0.010536788,-0.02022369,30.383442,nan,0.33587419986724854,1327104,110592
0.020850606,970,55,0.15649821,1364.6134724617004,nan,0.010338902,-0.020574378,30.294071,nan,0.31585127115249634,1351680,112640
0.01952114,976,56,0.16118166,1389.7782373428345,nan,0.010634551,-0.02109548,30.201443,nan,0.36160922050476074,1376256,114688
0.019576043,990,57,0.15679528,1414.592845916748,nan,0.010366103,-0.02053393,30.103344,nan,0.35828202962875366,1400832,116736
0.018723775,1007,58,0.15344235,1438.9827604293823,nan,0.0101734195,-0.020306828,30.003895,nan,0.3327241539955139,1425408,118784
0.021007976,985,59,0.15226647,1463.9333040714264,nan,0.010140428,-0.02055744,29.905212,nan,0.35755306482315063,1449984,120832
0.020290952,992,60,0.15758055,1488.7063164710999,nan,0.010463723,-0.020408329,29.809052,nan,0.35582226514816284,1474560,122880
0.019744467,994,61,0.15867516,1513.4112200737,nan,0.0104926955,-0.020496253,29.70844,nan,0.3630548119544983,1499136,124928
0.017389515,977,62,0.14974773,1538.5513236522675,nan,0.010051087,-0.018619452,29.629385,nan,0.35034632682800293,1523712,126976
0.017619547,985,63,0.15097253,1563.4923031330109,nan,0.010133162,-0.019341147,29.530613,nan,0.3571610450744629,1548288,129024
0.019448001,985,64,0.16659345,1588.4217600822449,nan,0.010927093,-0.021261316,29.424404,nan,0.352877140045166,1572864,131072
0.018148828,987,65,0.16212161,1613.312905073166,nan,0.010697647,-0.02046394,29.301107,nan,0.37060070037841797,1597440,133120
0.017357461,993,66,0.15226237,1638.0456321239471,nan,0.010217314,-0.019506503,29.208542,nan,0.34528499841690063,1622016,135168
0.017625019,1000,67,0.15223393,1662.6148426532745,nan,0.010225902,-0.02039603,29.09786,nan,0.3591426610946655,1646592,137216
0.016391408,992,68,0.15683185,1687.3891909122467,nan,0.010360514,-0.019765353,28.982574,nan,0.36375200748443604,1671168,139264
0.016802225,971,69,0.16156414,1712.6929953098297,nan,0.010611726,-0.020975156,28.865595,nan,0.3540653586387634,1695744,141312
0.017646287,980,70,0.15334067,1737.7524695396423,nan,0.010199777,-0.019803312,28.758526,nan,0.39103537797927856,1720320,143360
0.01705831,985,71,0.15499675,1762.6789700984955,nan,0.010320148,-0.020440333,28.639496,nan,0.3582749366760254,1744896,145408
0.016247282,985,72,0.16016027,1787.6272358894348,nan,0.01057592,-0.020983925,28.515903,nan,0.347866952419281,1769472,147456
0.016454104,982,73,0.15928547,1812.650966644287,nan,0.01053711,-0.020844214,28.408747,nan,0.3540399670600891,1794048,149504
0.016939262,978,74,0.15903316,1837.7668454647064,nan,0.010452566,-0.020597558,28.320827,nan,0.3571837544441223,1818624,151552
0.016622089,970,75,0.16894116,1863.0797667503357,nan,0.0110924,-0.02205847,28.192633,nan,0.3645414113998413,1843200,153600
0.016582813,968,76,0.16298011,1888.4469492435455,nan,0.01066925,-0.021362934,28.080755,nan,0.35945457220077515,1867776,155648
0.01731222,983,77,0.15399174,1913.433055639267,nan,0.010264572,-0.01946895,27.982483,nan,0.39800363779067993,1892352,157696
0.016154673,985,78,0.16466068,1938.3667755126953,nan,0.010826575,-0.021066794,27.89413,nan,0.3745943307876587,1916928,159744
0.016425207,975,79,0.16565342,1963.5591297149658,nan,0.010912268,-0.02180303,27.784306,nan,0.3824961185455322,1941504,161792
0.01705904,978,80,0.16254073,1988.6855459213257,nan,0.010691943,-0.02223838,27.67126,nan,0.3445396423339844,1966080,163840
0.017474106,981,81,0.16127521,2013.7190051078796,nan,0.010711138,-0.021022217,27.553839,nan,0.36403822898864746,1990656,165888
0.015387582,986,82,0.16200352,2038.6220259666443,nan,0.010755608,-0.02081071,27.463202,nan,0.3769879937171936,2015232,167936
0.014653519,986,83,0.17377928,2063.5364756584167,nan,0.011438578,-0.021280598,27.335001,nan,0.36716175079345703,2039808,169984
0.014006073,983,84,0.15702721,2088.5228068828583,nan,0.010416661,-0.019991465,27.207117,nan,0.358412504196167,2064384,172032
0.01587705,978,85,0.16811527,2113.63329410553,nan,0.011157399,-0.021175135,27.10792,nan,0.40660780668258667,2088960,174080
0.014803638,971,86,0.162972,2138.931406736374,nan,0.010647494,-0.021395706,26.98728,nan,0.3648272156715393,2113536,176128
0.014238315,990,87,0.16883545,2163.7394161224365,nan,0.011022002,-0.02138067,26.868382,nan,0.3742700219154358,2138112,178176
0.014783412,975,88,0.16968188,2188.940195083618,nan,0.011128852,-0.021246957,26.744339,nan,0.34001868963241577,2162688,180224
0.0129832355,978,89,0.16918123,2214.0508875846863,nan,0.011124936,-0.02232735,26.6413,nan,0.39163142442703247,2187264,182272
0.013955613,972,90,0.17253008,2239.3180038928986,nan,0.011303159,-0.022231946,26.547955,nan,0.367891788482666,2211840,184320
0.012717927,982,91,0.16879484,2264.336928844452,nan,0.01101983,-0.021102078,26.430277,nan,0.4070097804069519,2236416,186368
0.0136657,970,92,0.1656169,2289.6513674259186,nan,0.010904086,-0.021411777,26.325125,nan,0.36126768589019775,2260992,188416
0.013493371,982,93,0.16661379,2314.6755125522614,nan,0.010945739,-0.021278994,26.207285,nan,0.37382686138153076,2285568,190464
0.0123284515,984,94,0.1717326,2339.6293308734894,nan,0.011252107,-0.021286447,26.08171,nan,0.3840511441230774,2310144,192512
0.01282903,982,95,0.1663167,2364.6494364738464,nan,0.010923812,-0.020974126,25.971802,nan,0.40528684854507446,2334720,194560
0.014443478,964,96,0.17285971,2390.124619960785,nan,0.011270155,-0.021537084,25.87115,nan,0.3894246220588684,2359296,196608
0.012458854,963,97,0.16527095,2415.6283452510834,nan,0.010869993,-0.020804526,25.74593,nan,0.39009010791778564,2383872,198656
0.013595936,963,98,0.17822677,2441.139223575592,nan,0.01167841,-0.022388192,25.627716,nan,0.37278592586517334,2408448,200704
0.013478535,973,99,0.17042243,2466.37482714653,nan,0.011179445,-0.02088993,25.5192,nan,0.3702368140220642,2433024,202752
0.012611401,963,100,0.17379144,2491.874192237854,nan,0.011289592,-0.022045488,25.406488,nan,0.39216917753219604,2457600,204800
0.011450866,971,101,0.17549232,2517.164526939392,nan,0.011500308,-0.022659434,25.285044,nan,0.37703728675842285,2482176,206848
0.012873675,982,102,0.17403157,2542.1682698726654,nan,0.011385628,-0.02155116,25.17412,nan,0.39151376485824585,2506752,208896
0.011403397,973,103,0.16997889,2567.4078109264374,nan,0.0111610545,-0.021564491,25.04996,nan,0.410391628742218,2531328,210944
0.011644442,977,104,0.17027594,2592.5416028499603,nan,0.011212127,-0.02163242,24.948387,nan,0.3885146379470825,2555904,212992
0.0121560795,976,105,0.18354493,2617.7096304893494,nan,0.011933116,-0.023173438,24.82789,nan,0.3582031726837158,2580480,215040
0.01171128,968,106,0.17311604,2643.0917851924896,nan,0.011337279,-0.021603215,24.722853,nan,0.38971346616744995,2605056,217088
0.011113108,984,107,0.18331304,2668.066922903061,nan,0.011898396,-0.02399921,24.58366,nan,0.3437952399253845,2629632,219136
0.011007717,976,108,0.16993405,2693.2297070026398,nan,0.011116164,-0.02161602,24.476864,nan,0.3934798240661621,2654208,221184
0.011317953,976,109,0.17624106,2718.4105603694916,nan,0.011563719,-0.022604223,24.359829,nan,0.3803113102912903,2678784,223232
0.011851287,954,110,0.17349042,2744.1682686805725,nan,0.011377127,-0.022199638,24.237164,nan,0.4188058376312256,2703360,225280
0.012070191,976,111,0.17692468,2769.336633682251,nan,0.011529376,-0.021862764,24.122622,nan,0.3858341574668884,2727936,227328
0.010907045,966,112,0.17909345,2794.7561860084534,nan,0.011699855,-0.022515323,24.001888,nan,0.3835790157318115,2752512,229376
0.011630015,963,113,0.17871104,2820.260257959366,nan,0.011697911,-0.022457266,23.892427,nan,0.36436331272125244,2777088,231424
0.011721655,964,114,0.18355304,2845.732539653778,nan,0.011938435,-0.022744413,23.790133,nan,0.36307841539382935,2801664,233472
0.010917412,965,115,0.17442626,2871.180199623108,nan,0.01143547,-0.02180575,23.664682,nan,0.38214635848999023,2826240,235520
0.010442064,980,116,0.18152669,2896.2479915618896,nan,0.011932394,-0.02279921,23.557863,nan,0.41904938220977783,2850816,237568
0.011208932,960,117,0.18019208,2921.837157011032,nan,0.011758363,-0.023616664,23.428493,nan,0.3855541944503784,2875392,239616
0.0109184785,968,118,0.17661531,2947.2031519412994,nan,0.011616195,-0.02219463,23.297667,nan,0.39068180322647095,2899968,241664
0.0118744355,976,119,0.17333582,2972.368008375168,nan,0.011380279,-0.02181023,23.187878,nan,0.4241119623184204,2924544,243712
0.012485897,950,120,0.1826009,2998.211279630661,nan,0.011895979,-0.02255734,23.091713,nan,0.4163753390312195,2949120,245760
0.011408202,964,121,0.18296301,3023.6885104179382,nan,0.011897225,-0.022774119,23.014706,nan,0.404776930809021,2973696,247808
0.010631392,963,122,0.1787272,3049.1847393512726,nan,0.01164581,-0.022451764,22.92027,nan,0.42530614137649536,2998272,249856
0.010282872,967,123,0.17281905,3074.5836188793182,nan,0.011317554,-0.021181988,22.828014,nan,0.3972487449645996,3022848,251904
0.011233145,950,124,0.16839601,3100.434319972992,nan,0.0110794045,-0.021536361,22.704924,nan,0.4209228754043579,3047424,253952
0.010874422,947,125,0.17427573,3126.365087032318,nan,0.011380692,-0.021651838,22.607082,nan,0.403325617313385,3072000,256000
0.011228779,959,126,0.18446855,3151.9743192195892,nan,0.012023641,-0.022468083,22.507532,nan,0.42297929525375366,3096576,258048
0.011384169,945,127,0.18188474,3177.95925617218,nan,0.011830552,-0.021955397,22.397186,nan,0.4433087110519409,3121152,260096
0.0111686895,957,128,0.18338618,3203.639806985855,nan,0.011964748,-0.022689965,22.288689,nan,0.4379740357398987,3145728,262144
0.010843686,964,129,0.18356524,3229.1212368011475,nan,0.012001833,-0.0233978,22.190296,nan,0.4251493215560913,3170304,264192
0.010396296,957,130,0.19097899,3254.7934942245483,nan,0.01241195,-0.024017772,22.081465,nan,0.42198240756988525,3194880,266240
0.010723796,945,131,0.18500154,3280.789192676544,nan,0.012128619,-0.02290756,21.973013,nan,0.43020617961883545,3219456,268288
0.010009858,962,132,0.18526207,3306.319836616516,nan,0.012136561,-0.023025151,21.887146,nan,0.38356322050094604,3244032,270336
0.0096664075,953,133,0.18412687,3332.0959882736206,nan,0.012065077,-0.02243495,21.768974,nan,0.39912140369415283,3268608,272384
0.010451567,954,134,0.18963215,3357.84578704834,nan,0.012289158,-0.022896841,21.661356,nan,0.41396093368530273,3293184,274432
0.0108415065,951,135,0.1871134,3383.679289340973,nan,0.012316043,-0.023078032,21.549152,nan,0.42747581005096436,3317760,276480
0.010852463,956,136,0.19073084,3409.3629059791565,nan,0.012324573,-0.022617001,21.424572,nan,0.4008601903915405,3342336,278528
0.0098807365,958,137,0.18949386,3434.993791103363,nan,0.012338266,-0.022682367,21.307617,nan,0.408672571182251,3366912,280576
0.010631558,962,138,0.18566488,3460.540952205658,nan,0.012018053,-0.022234768,21.192823,nan,0.4237735867500305,3391488,282624
0.009055561,961,139,0.18488364,3486.098439693451,nan,0.012011899,-0.022485789,21.093578,nan,0.4125623106956482,3416064,284672
0.009586119,950,140,0.19334309,3511.954776287079,nan,0.012602514,-0.023910591,20.990381,nan,0.4013529419898987,3440640,286720
0.010120569,951,141,0.19779463,3537.775495529175,nan,0.012774063,-0.023198787,20.878222,nan,0.4292733669281006,3465216,288768
0.010053752,955,142,0.18857828,3563.4994888305664,nan,0.012246942,-0.022892613,20.766064,nan,0.4021545648574829,3489792,290816
0.010618293,942,143,0.18804118,3589.576467037201,nan,0.012201179,-0.022593087,20.673094,nan,0.4625243544578552,3514368,292864
0.010329665,935,144,0.19641513,3615.85249376297,nan,0.012828559,-0.023822574,20.570896,nan,0.4455968141555786,3538944,294912
0.0104505755,945,145,0.18413492,3641.843856573105,nan,0.012046034,-0.021817109,20.503975,nan,0.423350989818573,3563520,296960
0.010645926,934,146,0.19305423,3668.1490619182587,nan,0.012508735,-0.02365895,20.402077,nan,0.4518546462059021,3588096,299008
0.009249281,949,147,0.19458412,3694.020120859146,nan,0.012623827,-0.02362122,20.294313,nan,0.4164983034133911,3612672,301056
0.009972941,948,148,0.1991455,3719.9295361042023,nan,0.012954572,-0.02490568,20.17707,nan,0.3895062208175659,3637248,303104
0.010539288,954,149,0.19308268,3745.690026283264,nan,0.0127085,-0.023723876,20.081955,nan,0.42616528272628784,3661824,305152
0.025809458,946,150,0.19173178,3771.6666729450226,nan,0.0125118345,-0.018232767,20.006947,nan,0.230726420879364,3686400,307200
0.010228149,942,151,0.19057211,3797.7446208000183,nan,0.012451043,-0.022689354,19.915188,nan,0.446045458316803,3710976,309248
0.009509572,939,152,0.19539788,3823.9030508995056,nan,0.012723185,-0.022863586,19.810873,nan,0.43548375368118286,3735552,311296
0.009113808,932,153,0.19293213,3850.2452886104584,nan,0.012513076,-0.022828015,19.709059,nan,0.4178328514099121,3760128,313344
0.010295058,925,154,0.19373775,3876.805471420288,nan,0.012713505,-0.023448896,19.624044,nan,0.44772809743881226,3784704,315392
0.009129415,921,155,0.20026863,3903.4657204151154,nan,0.013016999,-0.023798218,19.515366,nan,0.4511879086494446,3809280,317440
0.009500481,935,156,0.20010176,3929.730723619461,nan,0.012975524,-0.022285944,19.407442,nan,0.39220285415649414,3833856,319488
0.009756999,935,157,0.19903564,3956.005317211151,nan,0.0129944505,-0.023763653,19.294842,nan,0.42840850353240967,3858432,321536
0.008296287,941,158,0.19783933,3982.1113591194153,nan,0.012937227,-0.023611162,19.199207,nan,0.3946053385734558,3883008,323584
0.008502079,931,159,0.2066813,4008.5033745765686,nan,0.013448062,-0.024330523,19.09712,nan,0.44738733768463135,3907584,325632
0.009115027,938,160,0.19566248,4034.6776583194733,nan,0.012718767,-0.02257737,19.007479,nan,0.4212524890899658,3932160,327680
0.009632881,933,161,0.20046791,4060.9995238780975,nan,0.013052458,-0.022840744,18.906145,nan,0.4601525664329529,3956736,329728
0.0088827815,925,162,0.19919845,4087.557236433029,nan,0.012899796,-0.023778675,18.817057,nan,0.4734618067741394,3981312,331776
0.009739129,941,163,0.20599373,4113.657200336456,nan,0.013309586,-0.023899667,18.73755,nan,0.4332280158996582,4005888,333824
0.008745972,911,164,0.20446365,4140.625800609589,nan,0.013316849,-0.02339631,18.64125,nan,0.4035211205482483,4030464,335872
0.008790482,944,165,0.20793048,4166.657381772995,nan,0.013394229,-0.024289772,18.547583,nan,0.4511305093765259,4055040,337920
0.008575532,925,166,0.20524497,4193.199727058411,nan,0.013331662,-0.023504306,18.44621,nan,0.4686856269836426,4079616,339968
0.008600393,918,167,0.20352376,4219.970190286636,nan,0.013180755,-0.02291435,18.368305,nan,0.46158528327941895,4104192,342016
0.008413787,901,168,0.20093176,4247.217979431152,nan,0.013077965,-0.023014879,18.277548,nan,0.4676406979560852,4128768,344064
0.008025653,926,169,0.19890551,4273.7393271923065,nan,0.012948031,-0.022427285,18.16788,nan,0.4737231731414795,4153344,346112
0.008966927,938,170,0.20430095,4299.918877840042,nan,0.013298613,-0.023908911,18.087008,nan,0.4787557125091553,4177920,348160
0.008582481,914,171,0.19482827,4326.779180526733,nan,0.012648299,-0.022182634,18.024801,nan,0.4872979521751404,4202496,350208
0.009196504,938,172,0.20160313,4352.972750425339,nan,0.013032479,-0.022773685,17.9216,nan,0.4513057470321655,4227072,352256
0.007924879,933,173,0.20717771,4379.288252592087,nan,0.013474835,-0.022325017,17.797123,nan,0.46350961923599243,4251648,354304
0.00912056,942,174,0.1962158,4405.3660979270935,nan,0.012748251,-0.022426765,17.695597,nan,0.4790591597557068,4276224,356352
0.008155035,945,175,0.20670581,4431.365219116211,nan,0.013435039,-0.024048079,17.583733,nan,0.473971962928772,4300800,358400
0.007695514,926,176,0.20444329,4457.896179676056,nan,0.013192882,-0.023171356,17.46571,nan,0.44692450761795044,4325376,360448
0.007817599,924,177,0.20160317,4484.4921498298645,nan,0.013126133,-0.022398222,17.364,nan,0.4716982841491699,4349952,362496
0.0075141876,918,178,0.20783289,4511.243571519852,nan,0.013438238,-0.02197573,17.27726,nan,0.4997979998588562,4374528,364544
0.009163263,920,179,0.2039673,4537.943045139313,nan,0.01325916,-0.022095863,17.200634,nan,0.5062423646450043,4399104,366592
0.0081764,930,180,0.20365396,4564.343048810959,nan,0.013277546,-0.022308962,17.11296,nan,0.491508424282074,4423680,368640
0.008388335,915,181,0.21121815,4591.197802305222,nan,0.0136855,-0.022871574,17.011284,nan,0.5024393200874329,4448256,370688
0.008036765,927,182,0.21512857,4617.687921285629,nan,0.013871813,-0.02396029,16.912449,nan,0.471966028213501,4472832,372736
0.0073702834,925,183,0.21474612,4644.255473852158,nan,0.013859034,-0.024003992,16.812801,nan,0.4673122763633728,4497408,374784
0.0074823983,911,184,0.19297275,4671.225436925888,nan,0.012614137,-0.021351889,16.713146,nan,0.47392737865448,4521984,376832
0.007540065,923,185,0.21210535,4697.85084438324,nan,0.013830459,-0.023463514,16.62299,nan,0.4849931001663208,4546560,378880
0.0074384273,926,186,0.20899661,4724.388949871063,nan,0.013529387,-0.022447133,16.55143,nan,0.470131516456604,4571136,380928
0.007391829,914,187,0.2042154,4751.270484924316,nan,0.0132987,-0.022045776,16.46423,nan,0.4859490394592285,4595712,382976
0.0067908214,921,188,0.2080811,4777.93651676178,nan,0.013589591,-0.022347009,16.397285,nan,0.4675147533416748,4620288,385024
0.007579051,921,189,0.21258955,4804.6102175712585,nan,0.013913078,-0.023156144,16.316319,nan,0.5196639597415924,4644864,387072
0.00676377,922,190,0.21291101,4831.244922399521,nan,0.013908747,-0.022858115,16.211418,nan,0.48497331142425537,4669440,389120
0.00786891,912,191,0.21700037,4858.176550865173,nan,0.014147411,-0.02407327,16.128782,nan,0.5023407936096191,4694016,391168
0.008072545,935,192,0.21283367,4884.444809913635,nan,0.013879363,-0.022869263,16.029652,nan,0.48465341329574585,4718592,393216
0.0065997913,931,193,0.20654292,4910.829085350037,nan,0.013442883,-0.02259411,15.952459,nan,0.4590151309967041,4743168,395264
0.0074889786,911,194,0.20831709,4937.786815166473,nan,0.013563996,-0.022600856,15.83797,nan,0.4680402874946594,4767744,397312
0.006682983,938,195,0.22455236,4963.978050947189,nan,0.01460388,-0.024345823,15.75293,nan,0.43871986865997314,4792320,399360
0.0070073656,929,196,0.22156174,4990.4149804115295,nan,0.014339425,-0.023816068,15.649523,nan,0.47247767448425293,4816896,401408
0.006841977,915,197,0.21523845,5017.25820183754,nan,0.014059645,-0.023340885,15.554678,nan,0.4746374487876892,4841472,403456
0.0071415873,919,198,0.22081304,5043.977840185165,nan,0.014443951,-0.023578621,15.466631,nan,0.45754486322402954,4866048,405504
0.006998195,925,199,0.21353754,5070.533469676971,nan,0.013977157,-0.023013,15.355815,nan,0.4678996205329895,4890624,407552
0.007295025,924,200,0.21540113,5097.103829860687,nan,0.014058533,-0.023199463,15.268438,nan,0.488686203956604,4915200,409600
0.00760561,919,201,0.21577963,5123.825128793716,nan,0.014124118,-0.02271069,15.162331,nan,0.44854360818862915,4939776,411648
0.0072474577,914,202,0.2189697,5150.68940615654,nan,0.014198618,-0.024315698,15.082254,nan,0.47122156620025635,4964352,413696
0.0074661626,909,203,0.21871749,5177.710485935211,nan,0.014372611,-0.023201156,15.020062,nan,0.4663371443748474,4988928,415744
0.007231587,919,204,0.22728276,5204.438335180283,nan,0.014851888,-0.023966486,14.919981,nan,0.4633857011795044,5013504,417792
0.0068140207,913,205,0.21496995,5231.331744432449,nan,0.0140264835,-0.022234011,14.866689,nan,0.46553754806518555,5038080,419840
0.0070937583,906,206,0.22274983,5258.441725254059,nan,0.014569735,-0.024374863,14.785212,nan,0.48894554376602173,5062656,421888
0.0060912315,922,207,0.22743733,5285.096569299698,nan,0.0148670925,-0.023791905,14.699239,nan,0.45966821908950806,5087232,423936
0.006130463,917,208,0.22611082,5311.871192932129,nan,0.014783817,-0.025265072,14.599591,nan,0.43734627962112427,5111808,425984
0.0062293196,910,209,0.21802166,5338.877993106842,nan,0.01417909,-0.023630321,14.508139,nan,0.4629538059234619,5136384,428032
0.006306015,934,210,0.21969406,5365.176119327545,nan,0.014307469,-0.023843188,14.393054,nan,0.47502583265304565,5160960,430080
0.0068829083,908,211,0.22504473,5392.224004983902,nan,0.0147794485,-0.02372103,14.272776,nan,0.49066275358200073,5185536,432128
0.007432828,924,212,0.21577546,5418.800244808197,nan,0.013998048,-0.022926252,14.188472,nan,0.49980950355529785,5210112,434176
0.0071780784,940,213,0.22252604,5444.943570613861,nan,0.014550981,-0.023737565,14.12291,nan,0.483210027217865,5234688,436224
0.0064551807,933,214,0.22163482,5471.274821281433,nan,0.014565758,-0.023834098,14.04183,nan,0.472953200340271,5259264,438272
